,Hotel,Resort name,Price,Country
0,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,946,Италия
1,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,960,Италия
2,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,966,Италия
3,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,967,Италия
4,ALL ITALY (RIMINI-RIMINI) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,973,Италия
5,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,987,Италия
6,CITY EXPRESS RIMINI ECONOMY 2 *DBL,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,991,Италия
7,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,995,Италия
8,CITY EXPRESS RIMINI ECONOMY 2 *DBL,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,1 011,Италия
9,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC+ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 037,Италия
10,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 040,Италия
11,RIMINI HIT CLASSIC (SATURDAY) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 057,Италия
12,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC+ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 057,Италия
13,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 058,Италия
14,"RIMINI NEW CLASSIC, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 072,Италия
15,"RIMINI NEW CLASSIC, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 092,Италия
16,PARCO MARE MONTE (CASAMICCIOLA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 096,Италия
17,PARCO MARE MONTE (CASAMICCIOLA) 3 *Mono,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 096,Италия
18,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 107,Италия
19,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 108,Италия
20,CITY EXPRESS RIMINI STANDARD 3 *DBL Standard,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,1 109,Италия
21,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 114,Италия
22,PARK HOTEL CALITTO (FORIO/PANZA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 117,Италия
23,CECCARINI 9 HOTEL (RICCIONE) 3 *DBL,Адриатика - РиччонеADRIATIC COASTАдриатика - Римини,1 120,Италия
24,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 127,Италия
25,CITY EXPRESS RIMINI STANDARD 3 *DBL Standard,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,1 129,Италия
26,SHOPPING IN RIMINI 3 *DBL Standard,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,1 129,Италия
27,AUDI HOTEL (RIMINI) 3* SuperiorDBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 135,Италия
28,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 138,Италия
29,CECCARINI 9 HOTEL (RICCIONE) 3 *DBL,Адриатика - РиччонеADRIATIC COASTАдриатика - Римини,1 140,Италия
30,SHOPPING IN RIMINI 3 *DBL Standard,Сити-турыEXCURSION TOURS ITALYАдриатика - Римини,1 149,Италия
31,AUDI HOTEL (RIMINI) 3* SuperiorDBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 155,Италия
32,RIMINI HIT CLASSIC + ROME CENTER (SATURDAY) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 155,Италия
33,PARK HOTEL CALITTO (FORIO/PANZA) 3 *DBL Comfort,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 166,Италия
34,ALL ITALY (RIMINI-RIMINI) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 169,Италия
35,"RIMINI NEW CLASSIC, HTL CLASSIC + ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 170,Италия
36,PARCO MARE MONTE (CASAMICCIOLA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 180,Италия
37,CLUB HOUSE RESIDENCE HOTEL (CATTOLICA) 4 *Mono 2 pax,Адриатика - КаттоликаADRIATIC COASTАдриатика - Римини,1 185,Италия
38,"RIMINI NEW CLASSIC, HTL CLASSIC + ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 190,Италия
39,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 192,Италия
40,CECCARINI 9 HOTEL (RICCIONE) 3 *DBL Side Sea View,Адриатика - РиччонеADRIATIC COASTАдриатика - Римини,1 192,Италия
41,VILLA AL PARCO (FORIO) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 201,Италия
42,VILLA PAMAR APARTHOTEL (GIARDINI NAXOS) 3 *Mono Sea View,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 204,Италия
43,CLUB HOUSE RESIDENCE HOTEL (CATTOLICA) 4 *Mono 2 pax,Адриатика - КаттоликаADRIATIC COASTАдриатика - Римини,1 205,Италия
44,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC+ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 205,Италия
45,CECCARINI 9 HOTEL (RICCIONE) 3 *DBL Side Sea View,Адриатика - РиччонеADRIATIC COASTАдриатика - Римини,1 212,Италия
46,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTРимини (Регулярные рейсы),1 214,Италия
47,MONICA (RIMINI) 3 *DBL Monica I,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 217,Италия
48,MONICA (RIMINI) 3 *DBL Monica II,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 217,Италия
49,ALL ITALY SOUTH (RIMINI-NAPLES) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 220,Италия
50,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTРимини (Регулярные рейсы),1 220,Италия
51,RIMINI HIT CLASSIC (SATURDAY) 3 *DBL,Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 225,Италия
52,"RIMINI NEW CLASSIC LIGHT, HTL CLASSIC+ROME CENTER 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 225,Италия
53,AUDI HOTEL (RIMINI) 3* SuperiorDBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 232,Италия
54,"RIMINI NEW CLASSIC, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 240,Италия
55,"RIMINI NEW CLASSIC LIGHT, HTL COMFORT 4 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 240,Италия
56,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTРимини (Регулярные рейсы),1 244,Италия
57,SEVEN HOSTEL (SANT'AGNELLO) Special Cat.DORMITORY mixed,СоррентоRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 248,Италия
58,"RIMINI NEW CLASSIC LIGHT, HTL COMFORT 4 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 260,Италия
59,"RIMINI NEW CLASSIC, HTL CLASSIC 3 *DBL",Классические экскурсионные турыEXCURSION TOURS ITALYАдриатика - Римини,1 260,Италия
60,CORALLO (TAORMINA) 4 *DBL Economy,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 260,Италия
61,BAIA OTELLO (GIARDINI NAXOS) 3 *DBL Standard Balcony,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 260,Италия
62,TEZ EXPRESS CATANIA COAST 3* 3 *DBL,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 267,Италия
63,CLUB HOUSE RESIDENCE HOTEL (CATTOLICA) 4 *Mono 2 pax,Адриатика - КаттоликаADRIATIC COASTАдриатика - Римини,1 269,Италия
64,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 272,Италия
65,PRINCIPE (SAN REMO) 3 *DBL Standard,Лигурия - Ривьера-ди-ПонентеLIGURIAГенуя,1 278,Италия
66,PARCO MARE MONTE (CASAMICCIOLA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 280,Италия
67,PARCO MARE MONTE (CASAMICCIOLA) 3 *Mono,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 280,Италия
68,ANDROMACO PALACE HOTEL (TAORMINA) 3 *DBL Standard,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 281,Италия
69,SEVEN HOSTEL (SANT'AGNELLO) Special Cat.DORMITORY mixed,СоррентоRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 282,Италия
70,VILLA AL PARCO (FORIO) 3 *DBL Standard with Air Condition,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 285,Италия
71,PARK HOTEL CALITTO (FORIO/PANZA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 285,Италия
72,TEZ EXPRESS RIMINI 3* 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 285,Италия
73,CLUB HOUSE RESIDENCE HOTEL (CATTOLICA) 4 *Mono 2 pax,Адриатика - КаттоликаADRIATIC COASTАдриатика - Римини,1 288,Италия
74,VILLA PAMAR APARTHOTEL (GIARDINI NAXOS) 3 *Mono Sea View,Сицилия - КатанияSICILIA CATANIAСицилия - Катания,1 288,Италия
75,CLUB HOUSE RESIDENCE HOTEL (CATTOLICA) 4 *Mono 2 pax,Адриатика - КаттоликаADRIATIC COASTАдриатика - Римини,1 289,Италия
76,MODERNO (RIMINI) 3 *DBL,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 296,Италия
77,BELLEVUE (RIMINI) 4 *DBL Standard,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 298,Италия
78,MUTACITA (RIMINI) 3 *DBL Standard,Адриатика - РиминиADRIATIC COASTРимини (Регулярные рейсы),1 298,Италия
79,VILLA AL PARCO (FORIO) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 299,Италия
80,PARK HOTEL CALITTO (FORIO/PANZA) 3 *DBL Standard,Остров ИскьяRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 301,Италия
81,LUX (ROME) 4 *DBL Standard,РимROMEРим,1 304,Италия
82,FLORIDIA (ROME) 3 *DBL Standard,РимROMEРим,1 304,Италия
83,SIRACUSA (ROME) 3 *DBL Standard,РимROMEРим,1 304,Италия
84,NOTO (ROME) 4 *DBL Standard,РимROMEРим,1 304,Италия
85,LUCE (ROME) 4 *DBL Standard,РимROMEРим,1 304,Италия
86,GIOIA IH HOTEL (MILAN) 4 *Standard,МиланMILANМилан,1 308,Италия
87,GIOIA IH HOTEL (MILAN) 4 *Standard,МиланMILANМилан,1 308,Италия
88,SEVEN HOSTEL (SANT'AGNELLO) Special Cat.DORMITORY mixed,СоррентоRIVIERA NAPOLETANAНеаполь (Регулярные рейсы),1 312,Италия
89,CECCARINI 9 HOTEL (RICCIONE) 3 *DBL,Адриатика - РиччонеADRIATIC COASTАдриатика - Римини,1 312,Италия
90,MONICA (RIMINI) 3 *DBL Monica II,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 314,Италия
91,MONICA (RIMINI) 3 *DBL Monica I,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 314,Италия
92,MODERNO (RIMINI) 3 *DBL,Адриатика - РиминиADRIATIC COASTАдриатика - Римини,1 316,Италия
93,SIRACUSA (ROME) 3 *DBL Standard,РимROMEРим,1 316,Италия
94,REGIO (ROME) 3 *DBL Standard,РимROMEРим,1 316,Италия
95,FLORIDIA (ROME) 3 *DBL Standard,РимROMEРим,1 316,Италия
96,LAZIO (ROME) 3 *DBL Standard,РимROMEРим,1 316,Италия
97,ARCHIMEDE (ROME) 4 *DBL Standard,РимROMEРим,1 316,Италия
98,NOTO (ROME) 4 *DBL Standard,РимROMEРим,1 316,Италия
99,LUX (ROME) 4 *DBL Standard,РимROMEРим,1 316,Италия
0,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,673,Австрия
1,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,673,Австрия
2,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,673,Австрия
3,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,673,Австрия
4,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,682,Австрия
5,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,682,Австрия
6,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,682,Австрия
7,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,682,Австрия
8,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,691,Австрия
9,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,691,Австрия
10,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,691,Австрия
11,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,691,Австрия
12,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,709,Австрия
13,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,709,Австрия
14,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,709,Австрия
15,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,709,Австрия
16,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,724,Австрия
17,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,724,Австрия
18,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,724,Австрия
19,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,724,Австрия
20,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,724,Австрия
21,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,726,Австрия
22,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,727,Австрия
23,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,728,Австрия
24,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,730,Австрия
25,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,730,Австрия
26,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,730,Австрия
27,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,730,Австрия
28,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,730,Австрия
29,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,733,Австрия
30,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,733,Австрия
31,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,733,Австрия
32,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,733,Австрия
33,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,736,Австрия
34,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,736,Австрия
35,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,736,Австрия
36,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,736,Австрия
37,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,736,Австрия
38,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,745,Австрия
39,FLEMINGS DELUXE HOTEL WIEN CITY 4 *DBL,ВенаVIENNAВена,757,Австрия
40,FLEMINGS DELUXE HOTEL WIEN CITY 4 *DBL,ВенаVIENNAВена,757,Австрия
41,FLEMINGS DELUXE HOTEL WIEN CITY 4 *DBL,ВенаVIENNAВена,757,Австрия
42,FLEMINGS DELUXE HOTEL WIEN CITY 4 *DBL,ВенаVIENNAВена,757,Австрия
43,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,758,Австрия
44,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,758,Австрия
45,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,758,Австрия
46,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,758,Австрия
47,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,763,Австрия
48,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,766,Австрия
49,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,766,Австрия
50,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,766,Австрия
51,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,766,Австрия
52,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,768,Австрия
53,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,768,Австрия
54,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,768,Австрия
55,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,768,Австрия
56,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,777,Австрия
57,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,778,Австрия
58,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,780,Австрия
59,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,782,Австрия
60,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,782,Австрия
61,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,782,Австрия
62,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,782,Австрия
63,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,782,Австрия
64,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,784,Австрия
65,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,787,Австрия
66,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,787,Австрия
67,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,787,Австрия
68,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,787,Австрия
69,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,787,Австрия
70,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Superior,ВенаVIENNAВена,790,Австрия
71,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,795,Австрия
72,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,805,Австрия
73,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,806,Австрия
74,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,806,Австрия
75,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,806,Австрия
76,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,806,Австрия
77,FLEMINGS DELUXE HOTEL WIEN CITY 4 *DBL,ВенаVIENNAВена,811,Австрия
78,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,812,Австрия
79,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,813,Австрия
80,BEIM THERESIANUM AUSTRIA TREND HOTEL 3 *DBL Classic,ВенаVIENNAВена,813,Австрия
81,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,814,Австрия
82,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,820,Австрия
83,COURTYARD BY MARRIOTT WIEN SCHOENBRUNN 4 *DBL,ВенаVIENNAВена,822,Австрия
84,CITY EXPRESS VIENNA STANDARD 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,822,Австрия
85,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,823,Австрия
86,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,826,Австрия
87,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,826,Австрия
88,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,826,Австрия
89,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,826,Австрия
90,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,828,Австрия
91,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,828,Австрия
92,THE LEVANTE LAUDON HOTEL (VIENNA) AptsAPT Standard,ВенаVIENNAВена,828,Австрия
93,SHOPPING IN VIENNA 3 *Standard,Экскурсионные туры - ВенаEXCURSION TOURS - VIENNAВена,830,Австрия
94,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,830,Австрия
95,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,831,Австрия
96,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,832,Австрия
97,AZIMUT VIENNA DELTA HOTEL 4 *DBL,ВенаVIENNAВена,832,Австрия
98,TERMINUS HOTEL 2 *DBL,ВенаVIENNAВена,836,Австрия
99,ADMIRAL HOTEL VIENNA 3 *Standard,ВенаVIENNAВена,837,Австрия
0,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна,419,Болгария
1,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна,440,Болгария
2,NIMFA-RUSALKA 2 *Standard with A/C and TV,Солнечный берегBULGARIA SEA RESTВарна,470,Болгария
3,NIMFA-RUSALKA 2 *Standard with A/C and TV,Солнечный берегBULGARIA SEA RESTБургас,540,Болгария
4,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,680,Болгария
5,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,683,Болгария
6,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,704,Болгария
7,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,713,Болгария
8,HEMUS 3 *Standard,СофияSOFIA INCСофия,713,Болгария
9,RILA HOTEL 3 *Apartment,СофияSOFIA INCСофия,719,Болгария
10,HEMUS 3 *Classic Room,СофияSOFIA INCСофия,731,Болгария
11,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,734,Болгария
12,BANKYA PALACE 4 *Deluxe Double Room,БанкяBALNEOLOGYСофия,734,Болгария
13,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,752,Болгария
14,HEMUS 3 *Small Apartment,СофияSOFIA INCСофия,752,Болгария
15,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,758,Болгария
16,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,762,Болгария
17,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,790,Болгария
18,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,808,Болгария
19,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,811,Болгария
20,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,826,Болгария
21,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,830,Болгария
22,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,832,Болгария
23,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,836,Болгария
24,HEMUS 3 *Standard,СофияSOFIA INCСофия,841,Болгария
25,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,841,Болгария
26,HOLIDAY SPA HOTEL 4 *Standard Twin,ВелинградBALNEOLOGYСофия,841,Болгария
27,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,846,Болгария
28,RILA HOTEL 3 *Apartment,СофияSOFIA INCСофия,847,Болгария
29,HOLIDAY SPA HOTEL 4 *Deluxe Double Room,ВелинградBALNEOLOGYСофия,847,Болгария
30,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,848,Болгария
31,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,850,Болгария
32,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,851,Болгария
33,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,858,Болгария
